nom_hotel,ref_dossier,date_resa,date_depart,réseau,regroupement_réseau,adu,enf,dep,arr,destination,nts,brut_ttc,cie,achats_prev,comm.,marge_net
HOTEL 8,612428AA61,2024-11-17,2025-05-03,RUOFERRAC,B2B,2,0,PAR,HER,CRETE,10,3230.0,GQ,2420.838,565.49,243.6719999999998
HOTEL 5,274258AA27,2025-02-01,2025-05-03,RUOFERRAC,B2B,2,0,PAR,CFU,CORFU,7,1416.0,U2,1351.278,230.97,-166.24800000000002
HOTEL 8,635078AA63,2025-03-13,2025-05-03,RUOFERRAC,B2B,2,0,NCE,HER,CRETE,7,2724.0,LH,2071.476,407.22,245.30399999999986
HOTEL 8,557688AA55,2025-04-22,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,6,2542.0,TO,2045.5200000000002,380.02,116.45999999999981
HOTEL 11,314078AA31,2025-03-13,2025-05-03,MACOMORP,B2C,11,0,LYS,HER,CRETE,7,11852.0,GQ,9113.706,0.0,2738.294
HOTEL 1,350888AA35,2025-04-26,2025-05-03,CRELCEL,B2B,2,0,LYS,ATH,GRECE CONTINENTALE,5,1488.0,V7,1203.786,201.86,82.35399999999993
HOTEL 2,423738AA42,2024-12-30,2025-05-03,CRELCEL,B2B,2,0,LIL,ATH,GRECE CONTINENTALE,7,1338.0,V7,1182.204,127.44,28.35600000000005
HOTEL 10,564768AA56,2025-03-06,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1496.0,GQ,1657.728,237.6,-399.3280000000001
HOTEL 10,279778AA27,2025-03-31,2025-05-03,CRELCEL,B2B,4,0,NTE,HER,CRETE,7,4544.0,TO,4337.28,516.96,-310.2399999999998
HOTEL 13,441378AA44,2025-03-19,2025-05-03,CRELCEL,B2B,4,0,PAR,HER,CRETE,5,3932.0,TO,2933.2799999999997,663.12,335.60000000000025
HOTEL 1,045948AA04,2025-01-25,2025-05-03,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,7,1654.0,TO,1321.92,257.04,75.0399999999999
HOTEL 8,381348AA38,2025-01-13,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,2483.54,GQ,1806.408,351.31,325.82200000000006
HOTEL 11,613048AA61,2025-01-08,2025-05-03,CRELCEL,B2B,2,0,PAR,HER,CRETE,8,2650.0,TO,2070.7200000000003,442.44,136.83999999999975
HOTEL 2,632878AA63,2025-04-01,2025-05-03,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,7,1552.0,TO,1647.72,169.44,-265.16
HOTEL 1,563338AA56,2024-12-16,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1380.0,V7,1172.142,169.42,38.43799999999996
HOTEL 2,321738AA32,2024-12-30,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1434.0,V7,1298.412,138.0,-2.4120000000000346
HOTEL 1,895738AA89,2024-12-31,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1570.0,V7,1207.6920000000002,199.06,163.24799999999976
HOTEL 1,005438AA00,2024-12-19,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1380.0,V7,1269.342,169.42,-58.762000000000086
HOTEL 3,702688AA70,2025-04-21,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1870.0,V7,1498.59,297.36,74.05000000000007
HOTEL 10,253568AA25,2025-03-01,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1494.0,GQ,1657.728,237.24,-400.9680000000001
HOTEL 9,167258AA16,2025-02-01,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1923.54,GQ,1614.258,308.16,1.1219999999999004
HOTEL 10,337688AA33,2025-04-22,2025-05-03,CRELCEL,B2B,2,0,MRS,HER,CRETE,8,2390.0,LH,1978.308,326.88,84.81200000000001
HOTEL 2,625978AA62,2025-04-04,2025-05-03,CRELCEL,B2B,2,0,MPL,ATH,GRECE CONTINENTALE,14,2742.0,TO,2735.712,311.76,-305.472
HOTEL 10,881388AA88,2025-04-13,2025-05-03,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1484.0,GQ,1321.38,232.56,-69.94000000000011
HOTEL 10,455958AA45,2025-02-17,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1726.0,GQ,1657.728,279.0,-210.72800000000007
HOTEL 10,764568AA76,2025-03-01,2025-05-03,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1360.0,GQ,1510.38,213.12,-363.5000000000001
HOTEL 10,615568AA61,2025-03-01,2025-05-03,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1418.0,GQ,1573.38,223.56,-378.9400000000001
HOTEL 9,573768AA57,2025-03-06,2025-05-03,GPV,B2B,2,0,LYS,HER,CRETE,7,1780.0,GQ,1529.91,284.4,-34.31000000000006
HOTEL 13,700378AA70,2025-03-19,2025-05-03,GPV,B2B,4,0,HER,HER,CRETE,7,2784.0,NON RENSEIGNÉ,2193.174,417.6,173.226
HOTEL 10,834888AA83,2025-04-27,2025-05-03,GPV,B2B,2,0,HER,HER,CRETE,5,624.0,NON RENSEIGNÉ,544.5,99.84,-20.340000000000003
HOTEL 10,850888AA85,2025-04-26,2025-05-03,GPV,B2B,2,2,LYS,HER,CRETE,8,3296.0,LH,2873.196,358.4,64.40400000000011
HOTEL 8,016988AA01,2025-05-01,2025-05-03,GPV,B2B,1,0,PAR,HER,CRETE,7,1789.0,AF,1881.144,268.64,-360.784
HOTEL 10,419588AA41,2025-04-19,2025-05-03,GPV,B2B,2,0,HER,HER,CRETE,5,566.0,NON RENSEIGNÉ,522.0,90.56,-46.56
HOTEL 10,474988AA47,2025-04-30,2025-05-03,GPV,B2B,2,0,HER,HER,CRETE,7,884.0,NON RENSEIGNÉ,795.6,141.44,-53.04000000000002
HOTEL 2,999588AA99,2025-04-19,2025-05-03,GPV,B2B,1,0,PAR,ATH,GRECE CONTINENTALE,5,706.0,U2,676.557,105.44,-75.99700000000001
HOTEL 2,218888AA21,2025-04-28,2025-05-03,GPV,B2B,2,0,MPL,ATH,GRECE CONTINENTALE,7,1558.0,TO,1575.72,225.6,-243.32000000000002
HOTEL 10,163888AA16,2025-04-27,2025-05-03,GPV,B2B,3,1,HER,HER,CRETE,7,1596.0,NON RENSEIGNÉ,1503.0,255.36,-162.36
HOTEL 10,363888AA36,2025-04-27,2025-05-03,GPV,B2B,2,0,HER,HER,CRETE,5,624.0,NON RENSEIGNÉ,544.5,99.84,-20.340000000000003
HOTEL 8,656288AA65,2025-04-11,2025-05-03,GPV,B2B,2,0,LYS,HER,CRETE,7,2070.0,GQ,1926.1799999999998,300.48,-156.65999999999985
HOTEL 8,650468AA65,2025-02-26,2025-05-03,GPV,B2B,2,0,LYS,HER,CRETE,7,2266.0,GQ,1801.44,371.88,92.67999999999995
HOTEL 8,877368AA87,2025-02-26,2025-05-03,GPV,B2B,2,0,LYS,HER,CRETE,7,2266.0,GQ,1801.44,371.88,92.67999999999995
HOTEL 8,922148AA92,2025-01-09,2025-05-03,GPV,B2B,2,0,BOD,HER,CRETE,7,2367.0,U2,1919.7810000000002,365.04,82.1789999999998
HOTEL 2,896048AA89,2025-01-08,2025-05-03,GPV,B2B,2,0,MPL,ATH,GRECE CONTINENTALE,7,1384.0,TO,1236.24,208.08,-60.32000000000002
HOTEL 10,464078AA46,2025-03-13,2025-05-03,GPV,B2B,2,0,BRU,HER,CRETE,8,1682.0,SN,1900.08,255.96,-474.03999999999996
HOTEL 2,408288AA40,2025-04-12,2025-05-03,ESIHCNARFRAC,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1734.0,V7,1633.41,280.17,-179.5800000000001
HOTEL 1,047238AA04,2024-12-13,2025-05-03,CRELCEL,B2B,2,0,BES,ATH,GRECE CONTINENTALE,7,1336.0,A3,1262.142,166.92,-93.06200000000004
HOTEL 2,329678AA32,2025-03-28,2025-05-03,VEC,GROUPES,2,0,LIL,ATH,GRECE CONTINENTALE,7,3062.0,V7,2440.782,0.0,621.2179999999998
HOTEL 3,332178AA33,2025-03-15,2025-05-03,SA,B2B,2,0,LYS,ATH,GRECE CONTINENTALE,7,2314.0,V7,1698.516,355.49,259.9939999999999
HOTEL 19,207188AA20,2025-04-09,2025-05-03,TSOOB,B2B,2,2,BRU,RHO,RHODES,7,5360.0,SN,3715.92,791.24,852.8399999999999
HOTEL 8,324988AA32,2025-04-30,2025-05-03,TJ,B2C,2,0,LYS,HER,CRETE,7,2520.0,GQ,2213.0640000000003,0.0,306.9359999999997
HOTEL 10,072888AA07,2025-04-27,2025-05-03,TJ,B2C,2,0,LYS,HER,CRETE,7,2658.0,GQ,2108.394,0.0,549.6060000000002
HOTEL 10,751178AA75,2025-03-14,2025-05-03,TJ,B2C,2,0,NTE,HER,CRETE,6,1794.0,TO,1661.94,0.0,132.05999999999995
HOTEL 8,116148AA11,2025-01-10,2025-05-03,FSAVAH,B2B,2,0,LIL,HER,CRETE,7,4252.0,V7,3630.672,671.66,-50.331999999999994
HOTEL 2,379058AA37,2025-01-28,2025-05-03,MOCRUOT,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,7,1710.0,TO,1407.6000000000001,246.96,55.439999999999856
HOTEL 8,713788AA71,2025-04-24,2025-05-03,MACOMORP,B2C,1,0,PAR,HER,CRETE,5,1297.7,TO,1096.74,0.0,200.96000000000004
HOTEL 8,199858AA19,2025-02-16,2025-05-03,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2228.72,TO,1966.5,0.0,262.2199999999998
HOTEL 13,976658AA97,2025-02-11,2025-05-03,CRELCEL,B2B,2,0,PAR,HER,CRETE,12,2832.0,TO,2318.04,474.84,39.12000000000006
HOTEL 10,354668AA35,2025-03-04,2025-05-03,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1438.0,GQ,1594.728,227.16,-383.88800000000003
HOTEL 8,310558AA31,2025-02-07,2025-05-03,SAVAH,B2B,2,0,NTE,HER,CRETE,9,3874.0,TO,2726.46,618.91,528.63
HOTEL 9,257668AA25,2025-03-04,2025-05-03,SA,B2B,4,0,NTE,HER,CRETE,7,3828.0,GQ,3228.516,575.9,23.583999999999946
HOTEL 1,765748AA76,2025-01-21,2025-05-03,NUALAS,B2B,1,0,PAR,ATH,GRECE CONTINENTALE,7,1582.0,TO,961.1100000000001,245.28,375.6099999999999
HOTEL 8,606488AA60,2025-04-16,2025-05-03,CRELCEL,B2B,2,0,PAR,HER,CRETE,7,2562.0,AF,2190.348,363.48,8.172000000000025
HOTEL 20,223578AA22,2025-03-25,2025-05-03,MACOMORP,B2C,2,0,BRU,RHO,RHODES,7,1337.7,FR,1122.57,0.0,215.1300000000001
HOTEL 9,765728AA76,2024-11-27,2025-05-04,PATERP,B2B,4,0,BSL,HER,CRETE,7,3612.0,U2,3634.74,582.62,-605.3599999999998
HOTEL 5,674768AA67,2025-03-06,2025-05-04,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1292.2,TO,1608.777,0.0,-316.577
HOTEL 8,349988AA34,2025-05-02,2025-05-04,GPV,B2B,2,0,LYS,HER,CRETE,7,2132.0,LH,2118.204,262.72,-248.9240000000002
HOTEL 10,600178AA60,2025-03-14,2025-05-04,GPV,B2B,2,0,PAR,HER,CRETE,9,1576.0,TO,1801.44,233.28,-458.72
HOTEL 5,895878AA89,2025-04-01,2025-05-04,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1265.36,TO,1628.748,0.0,-363.38800000000015
HOTEL 8,386588AA38,2025-04-19,2025-05-04,FSAVAH,B2B,2,0,PAR,HER,CRETE,7,2914.0,U2,2366.8740000000003,473.09,74.03599999999977
HOTEL 13,093878AA09,2025-04-01,2025-05-04,CRELCEL,B2B,2,0,BRU,HER,CRETE,9,2304.0,FR,1699.524,407.52,196.95600000000013
HOTEL 6,637178AA63,2025-03-16,2025-05-04,TJ,B2C,2,0,TLS,CFU,CORFU,7,2960.0,FR,1860.444,0.0,1099.556
HOTEL 13,407778AA40,2025-03-30,2025-05-04,TJ,B2C,2,0,PAR,HER,CRETE,7,2404.0,TO,1798.92,0.0,605.0799999999999
HOTEL 5,260978AA26,2025-04-02,2025-05-04,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1090.18,TO,1488.807,0.0,-398.62699999999995
HOTEL 7,236068AA23,2025-02-19,2025-05-04,WOHS,B2B,2,0,PAR,CFU,CORFU,7,1426.0,TO,1335.348,123.8,-33.14799999999995
HOTEL 7,554088AA55,2025-04-06,2025-05-04,WOHS,B2B,2,1,PAR,CFU,CORFU,7,2272.0,TO,1844.622,175.6,251.77799999999993
HOTEL 22,557948AA55,2025-01-25,2025-05-04,CRELCEL,B2B,2,2,BRU,SKG,THESSALONIQUE,7,2177.0,FR,1632.87,355.86,188.2700000000001
HOTEL 5,669458AA66,2025-02-07,2025-05-04,IUT,B2B,2,0,BOD,CFU,CORFU,7,2440.0,V7,2177.838,338.83,-76.66800000000018
HOTEL 1,380438AA38,2024-12-17,2025-05-04,MACOMORP,B2C,2,0,NTE,ATH,GRECE CONTINENTALE,3,795.0,V7,615.0960000000001,0.0,179.90399999999988
HOTEL 18,286378AA28,2025-03-20,2025-05-04,SA,B2B,2,0,BSL,RHO,RHODES,7,2208.4,U2,1702.7640000000001,358.92,146.71599999999995
HOTEL 5,693768AA69,2025-03-06,2025-05-04,RUOFERRAC,B2B,2,0,PAR,CFU,CORFU,7,1420.0,TO,1550.6280000000002,229.14,-359.76800000000014
HOTEL 5,503158AA50,2025-01-29,2025-05-04,FSAVAH,B2B,4,0,BOD,CFU,CORFU,7,3264.0,V7,4085.352,463.68,-1285.032
HOTEL 10,293378AA29,2025-03-20,2025-05-04,GPV,B2B,1,0,HER,HER,CRETE,5,533.0,NON RENSEIGNÉ,463.5,79.95,-10.450000000000003
HOTEL 10,285478AA28,2025-03-22,2025-05-04,GPV,B2B,2,2,HER,HER,CRETE,7,1078.0,NON RENSEIGNÉ,999.0,172.2,-93.19999999999999
HOTEL 1,177438AA17,2024-12-19,2025-05-04,GPV,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,3,852.0,V7,685.296,101.52,65.18399999999995
HOTEL 10,949278AA94,2025-03-18,2025-05-04,GPV,B2B,2,0,HER,HER,CRETE,7,866.0,NON RENSEIGNÉ,795.6,129.9,-59.50000000000003
HOTEL 1,202988AA20,2025-04-30,2025-05-04,GPV,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,3,796.0,V7,802.5840000000001,96.0,-102.58400000000006
HOTEL 10,816988AA81,2025-05-01,2025-05-04,GPV,B2B,2,0,HER,HER,CRETE,7,798.0,NON RENSEIGNÉ,751.5,127.68,-81.18
HOTEL 10,956988AA95,2025-05-01,2025-05-04,GPV,B2B,2,0,NON RENSEIGNÉ,HER,CRETE,5,638.0,NON RENSEIGNÉ,517.5,102.08,18.42
HOTEL 10,688688AA68,2025-04-23,2025-05-04,GPV,B2B,2,0,HER,HER,CRETE,10,1316.0,NON RENSEIGNÉ,1233.0,210.56,-127.56
HOTEL 10,646988AA64,2025-05-01,2025-05-04,GPV,B2B,2,0,HER,HER,CRETE,5,638.0,NON RENSEIGNÉ,544.5,102.08,-8.579999999999998
HOTEL 10,285988AA28,2025-05-01,2025-05-04,GPV,B2B,2,0,HER,HER,CRETE,5,612.0,NON RENSEIGNÉ,522.0,97.92,-7.920000000000002
HOTEL 8,044888AA04,2025-04-27,2025-05-04,GPV,B2B,2,0,LYS,HER,CRETE,7,2198.0,U2,2017.557,337.28,-156.837
HOTEL 2,022688AA02,2025-04-21,2025-05-04,GPV,B2B,2,0,MRS,ATH,GRECE CONTINENTALE,5,1600.0,V7,1483.1100000000001,190.4,-73.51000000000013
HOTEL 5,566188AA56,2025-04-09,2025-05-04,CRELCEL,B2B,2,0,PAR,CFU,CORFU,10,2038.0,TO,2051.19,227.52,-240.71000000000006
HOTEL 5,788978AA78,2025-04-05,2025-05-04,CRELCEL,B2B,2,0,PAR,CFU,CORFU,7,1318.0,TO,1628.748,134.16,-444.908
HOTEL 18,076158AA07,2025-01-30,2025-05-04,CRELCEL,B2B,2,0,BSL,RHO,RHODES,7,2276.0,U2,1728.576,343.82,203.60399999999998
HOTEL 5,934978AA93,2025-04-03,2025-05-04,CRELCEL,B2B,2,0,PAR,CFU,CORFU,7,1318.0,TO,1628.748,134.16,-444.908
HOTEL 5,013448AA01,2025-01-15,2025-05-04,RUOFERRAC,B2B,2,0,PAR,CFU,CORFU,7,1749.54,TO,1550.6280000000002,282.38,-83.46800000000019
HOTEL 10,775588AA77,2025-04-18,2025-05-04,RUOFERRAC,B2B,1,0,PAR,HER,CRETE,2,600.0,TO,453.42,98.22,48.359999999999985
HOTEL 5,303178AA30,2025-03-15,2025-05-04,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1452.0,TO,1581.228,0.0,-129.22800000000007
HOTEL 2,811988AA81,2025-04-29,2025-05-04,LEVARAK,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,1844.0,TO,1809.0,202.08,-167.08
HOTEL 10,216688AA21,2025-04-22,2025-05-04,MACOMORP,B2C,2,0,PAR,HER,CRETE,3,1172.0,TO,1058.04,0.0,113.96000000000004
HOTEL 8,897278AA89,2025-03-18,2025-05-04,MACOMORP,B2C,4,0,PAR,HER,CRETE,6,5244.0,TO,3836.88,0.0,1407.12
HOTEL 8,933988AA93,2025-04-30,2025-05-04,MACOMORP,B2C,2,1,BRU,HER,CRETE,7,3794.0,SN,3242.214,0.0,551.7860000000001
HOTEL 8,057888AA05,2025-04-28,2025-05-04,MACOMORP,B2C,4,0,BRU,HER,CRETE,7,4840.0,SN,4865.22,0.0,-25.220000000000255
HOTEL 8,577468AA57,2025-02-28,2025-05-04,MACOMORP,B2C,2,0,BRU,HER,CRETE,7,3090.0,FR,2038.4640000000002,0.0,1051.5359999999998
HOTEL 10,043278AA04,2025-03-17,2025-05-04,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,1818.0,A3,1631.862,0.0,186.13799999999992
HOTEL 9,408168AA40,2025-02-22,2025-05-04,MACOMORP,B2C,2,0,PAR,HER,CRETE,4,1268.0,U2,1069.902,0.0,198.09799999999996
HOTEL 5,540988AA54,2025-04-29,2025-05-04,MACOMORP,B2C,2,0,LYS,CFU,CORFU,3,698.0,V7,704.6640000000001,0.0,-6.664000000000101
HOTEL 13,915878AA91,2025-04-01,2025-05-04,MACOMORP,B2C,2,0,PAR,HER,CRETE,10,1840.0,TO,1614.6000000000001,0.0,225.39999999999986
HOTEL 5,489788AA48,2025-04-26,2025-05-04,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1474.0,TO,1628.748,0.0,-154.74800000000005
HOTEL 10,129888AA12,2025-04-29,2025-05-04,MACOMORP,B2C,2,0,PAR,HER,CRETE,4,1434.4,TO,1191.24,0.0,243.16000000000008
HOTEL 8,637638AA63,2024-12-28,2025-05-04,CRELCEL,B2B,2,0,PAR,HER,CRETE,10,3038.0,TO,2381.04,443.98,212.98000000000002
HOTEL 5,993968AA99,2025-03-11,2025-05-04,IUT,B2B,5,0,TLS,CFU,CORFU,7,5030.0,FR,4169.025000000001,768.3,92.6749999999995
HOTEL 2,591258AA59,2025-01-31,2025-05-04,SA,B2B,2,0,BOD,ATH,GRECE CONTINENTALE,10,2398.0,U2,1954.188,374.98,68.83199999999988
HOTEL 13,197388AA19,2025-04-14,2025-05-04,PV,B2B,2,0,LYS,HER,CRETE,7,2086.0,U2,1926.126,0.0,159.87400000000002
HOTEL 5,688888AA68,2025-04-29,2025-05-04,PV,B2B,4,1,PAR,CFU,CORFU,7,2852.0,TO,3512.889,0.0,-660.8890000000001
HOTEL 11,921588AA92,2025-04-17,2025-05-04,PV,B2B,1,0,PAR,HER,CRETE,3,618.0,TO,577.404,0.0,40.596000000000004
HOTEL 9,402788AA40,2025-04-24,2025-05-04,PV,B2B,2,2,PAR,HER,CRETE,4,2318.0,TO,2238.3,0.0,79.69999999999982
HOTEL 10,838178AA83,2025-03-16,2025-05-04,EBTJ,B2C,4,0,LUX,HER,CRETE,7,2888.0,LX,2945.448,0.0,-57.447999999999865
HOTEL 5,573978AA57,2025-04-03,2025-05-04,CRELCEL,B2B,2,0,PAR,CFU,CORFU,7,1318.0,TO,1792.386,134.16,-608.5459999999999
HOTEL 22,897748AA89,2025-01-22,2025-05-04,CRELCEL,B2B,6,0,PAR,SKG,THESSALONIQUE,7,4500.0,TO,3565.1340000000005,682.56,252.30599999999959
HOTEL 12,936178AA93,2025-03-15,2025-05-05,RUOFERRAC,B2B,2,0,PAR,HER,CRETE,9,2970.0,TO,2405.952,521.8,42.24799999999982
HOTEL 22,128858AA12,2025-02-15,2025-05-05,PV,B2B,2,1,PAR,SKG,THESSALONIQUE,7,1555.0,FR,1514.9070000000002,0.0,40.09299999999985
HOTEL 8,326488AA32,2025-04-16,2025-05-05,CRELCEL,B2B,2,0,SXB,HER,CRETE,10,2758.0,LH,2292.0119999999997,382.2,83.7880000000003
HOTEL 19,647188AA64,2025-04-09,2025-05-05,PEDNI,B2B,2,0,BRU,RHO,RHODES,5,1646.0,FR,1253.2140000000002,192.72,200.06599999999983
HOTEL 8,897878AA89,2025-04-02,2025-05-05,SA,B2B,2,0,LYS,HER,CRETE,10,2916.0,TO,2354.04,472.08,89.88000000000005
HOTEL 8,625648AA62,2025-01-20,2025-05-05,SA,B2B,2,0,PAR,HER,CRETE,10,2960.0,TO,2264.04,465.02,230.94000000000005
HOTEL 10,521868AA52,2025-03-07,2025-05-05,CRELCEL,B2B,2,0,LYS,HER,CRETE,5,1360.0,LH,1406.88,172.44,-219.3200000000001
HOTEL 8,454748AA45,2025-01-21,2025-05-05,SA,B2B,1,0,PAR,HER,CRETE,10,2612.0,TO,1771.92,422.69,417.38999999999993
HOTEL 22,492638AA49,2024-12-26,2025-05-05,SA,B2B,2,0,PAR,SKG,THESSALONIQUE,7,1372.0,TO,1152.486,191.52,27.993999999999886
HOTEL 10,507878AA50,2025-04-02,2025-05-05,MACOMORP,B2C,2,0,NTE,HER,CRETE,5,1769.6,TO,1555.2,0.0,214.39999999999986
HOTEL 13,643988AA64,2025-04-30,2025-05-05,MACOMORP,B2C,2,0,LYS,HER,CRETE,4,1451.02,TO,1272.816,0.0,178.20399999999995
HOTEL 13,500648AA50,2025-01-18,2025-05-05,MACOMORP,B2C,1,0,BRU,HER,CRETE,7,1280.0,SN,959.7600000000001,0.0,320.2399999999999
HOTEL 22,629958AA62,2025-02-18,2025-05-05,MACOMORP,B2C,2,0,PAR,SKG,THESSALONIQUE,7,1368.0,FR,1077.948,0.0,290.0519999999999
HOTEL 8,438028AA43,2024-11-06,2025-05-05,LEVARAK,B2B,2,0,PAR,HER,CRETE,10,3236.0,TO,2453.04,370.8,412.16
HOTEL 10,347678AA34,2025-03-28,2025-05-05,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,1954.0,TO,1729.44,0.0,224.55999999999995
HOTEL 8,704988AA70,2025-04-30,2025-05-05,RUOFERRAC,B2B,2,0,LYS,HER,CRETE,7,2812.0,TO,2475.783,456.8,-120.58299999999991
HOTEL 13,874178AA87,2025-03-15,2025-05-05,RUOFERRAC,B2B,2,0,MPL,HER,CRETE,7,1894.0,TO,1454.04,327.54,112.42000000000002
HOTEL 1,457888AA45,2025-04-28,2025-05-05,CRELCEL,B2B,1,0,BSL,ATH,GRECE CONTINENTALE,6,1094.0,U2,762.075,166.6,165.32499999999996
HOTEL 13,774548AA77,2025-01-17,2025-05-05,MACOMORP,B2C,2,0,BRU,HER,CRETE,7,2016.44,SN,1734.48,0.0,281.96000000000004
HOTEL 13,124448AA12,2025-01-15,2025-05-05,MACOMORP,B2C,2,0,BRU,HER,CRETE,7,1901.9,SN,1666.44,0.0,235.46000000000004
HOTEL 13,324448AA32,2025-01-15,2025-05-05,MACOMORP,B2C,2,0,BRU,HER,CRETE,7,1901.9,SN,1666.44,0.0,235.46000000000004
HOTEL 13,424448AA42,2025-01-15,2025-05-05,MACOMORP,B2C,2,0,BRU,HER,CRETE,10,2358.72,SN,2071.44,0.0,287.27999999999975
HOTEL 13,690548AA69,2025-01-17,2025-05-05,MACOMORP,B2C,2,0,BRU,HER,CRETE,7,1896.44,SN,1734.48,0.0,161.96000000000004
HOTEL 13,934548AA93,2025-01-17,2025-05-05,MACOMORP,B2C,1,0,BRU,HER,CRETE,7,1350.0,SN,926.0100000000001,0.0,423.9899999999999
HOTEL 8,239158AA23,2025-01-30,2025-05-05,CRELCEL,B2B,2,0,PAR,HER,CRETE,10,2956.0,TO,2210.04,431.18,314.78000000000003
HOTEL 8,140988AA14,2025-04-29,2025-05-05,GPV,B2B,2,0,BOD,HER,CRETE,6,2516.0,LH,2335.7340000000004,305.28,-125.01400000000035
HOTEL 10,355658AA35,2025-02-11,2025-05-05,GPV,B2B,2,0,LYS,HER,CRETE,10,2302.0,TO,2471.04,353.88,-522.92
HOTEL 8,210288AA21,2025-04-10,2025-05-05,GPV,B2B,4,0,MPL,HER,CRETE,7,4072.0,TO,3252.6,609.28,210.12000000000012
HOTEL 13,660178AA66,2025-03-14,2025-05-05,GPV,B2B,3,0,HER,HER,CRETE,7,2037.0,NON RENSEIGNÉ,1644.8850000000002,305.55,86.56499999999977
HOTEL 9,448668AA44,2025-03-04,2025-05-05,GPV,B2B,2,0,MPL,HER,CRETE,4,1074.0,TO,907.2,170.28,-3.4800000000000466
HOTEL 10,097288AA09,2025-04-12,2025-05-05,GPV,B2B,2,0,HER,HER,CRETE,4,398.0,NON RENSEIGNÉ,441.0,63.68,-106.68
HOTEL 10,471288AA47,2025-04-10,2025-05-05,GPV,B2B,2,0,MPL,HER,CRETE,4,956.0,TO,960.8399999999999,134.72,-139.55999999999992
HOTEL 10,766278AA76,2025-03-18,2025-05-05,GPV,B2B,2,0,HER,HER,CRETE,10,1462.0,NON RENSEIGNÉ,1368.0,219.3,-125.30000000000001
HOTEL 10,626478AA62,2025-03-23,2025-05-05,GPV,B2B,2,0,MPL,HER,CRETE,7,1744.0,TO,1405.44,261.72,76.83999999999992
HOTEL 8,627988AA62,2025-05-01,2025-05-05,RUOFERRAC,B2B,2,0,LYS,HER,CRETE,7,2374.0,TO,2141.1,413.47,-180.56999999999994
HOTEL 22,383748AA38,2025-01-21,2025-05-05,PV,B2B,2,0,PAR,SKG,THESSALONIQUE,4,828.0,FR,737.514,0.0,90.48599999999999
HOTEL 10,635688AA63,2025-04-22,2025-05-05,RUOFERRAC,B2B,4,0,LYS,HER,CRETE,6,3588.0,LH,2930.4,360.58,297.0199999999999
HOTEL 19,560938AA56,2025-01-04,2025-05-05,MACOMORP,B2C,1,0,PAR,RHO,RHODES,7,1547.0,GQ,1073.394,0.0,473.606
HOTEL 19,457978AA45,2025-04-04,2025-05-05,MACOMORP,B2C,2,0,PAR,RHO,RHODES,9,2494.4,TO,2076.552,0.0,417.84799999999996
HOTEL 13,537378AA53,2025-03-20,2025-05-05,TJ,B2C,2,0,PAR,HER,CRETE,7,2167.62,TO,2095.1820000000002,0.0,72.43799999999965
HOTEL 8,999688AA99,2025-04-23,2025-05-05,PEDNI,B2B,3,0,LYS,HER,CRETE,7,4151.0,TO,3350.808,622.75,177.442
HOTEL 11,250038AA25,2024-12-04,2025-05-05,EBMOCRUOT,B2B,2,2,BRU,HER,CRETE,5,3928.0,SN,2861.82,540.28,525.8999999999999
HOTEL 10,676378AA67,2025-03-20,2025-05-05,TJ,B2C,2,0,LYS,HER,CRETE,7,1752.0,TO,1431.54,0.0,320.46000000000004
